;2010/3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hisseler;AVOD;ACSEL;ADEL;ADESE;AFYON;AKENR;AKBNK;AKCNS;AKGUV;AKFGY;ATEKS;AKSGY;AKMGY;AKSA;AKSEN;AKGRT;AKSUE;ALCAR;ALGYO;ALARK;ALBRK;ALCTL;ALKA;ALKIM;AYCES;ANACM;AEFES;AGHOL;ANHYT;ASUZU;ANSGR;ANELE;ARCLK;ARDYZ;ARENA;ARMDA;ARSAN;ASELS;ATAGY;AGYO;AVISA;AVGYO;AVTUR;AVHOL;AYEN;AYGAZ;BAGFS;BAKAB;BNTAS;BANVT;BTCIM;BSOKE;BAYRK;BERA;BRKSN;BJKAS;BEYAZ;BLCYT;BIMAS;BRMEN;BIZIM;BRSAN;BRYAT;BFREN;BOSSA;BRISA;BURCE;BURVA;BUCIM;CRFSA;CEOEM;CCOLA;CRDFA;CLEBI;CELHA;CEMAS;CEMTS;CMBTN;CMENT;CIMSA;CUSAN;DAGI;DAGHL;DGATE;DMSAS;DZGYO;DENCM;DERIM;DERAS;DESA;DESPC;DEVA;DITAS;DOCO;DOBUR;DOHOL;DGKLB;DOGUB;DGGYO;DOAS;DOKTA;DURDO;DYOBY;ECILC;ECZYT;EDIP;EGEEN;EGGUB;EGPRO;EGSER;EMKEL;EKGYO;ENJSA;ENKAI;ERBOS;EREGL;ERSU;ESCOM;EUHOL;FENER;FLAP;FMIZP;FONET;FROTO;FORMT;GSRAY;GARAN;GARFA;GEDIK;GYHOL;GEDZA;GENTS;GEREL;GLBMD;GLYHO;GOODY;GOLTS;GOZDE;GSDDE;GSDHO;GUBRF;GLRYH;GUSGR;HLGYO;HATEK;HDFGS;HEKTS;HUBVC;HURGZ;ICBCT;INFO;IEYHO;IDEAS;IDGYO;IHEVA;IHLGM;IHGZT;IHLAS;IHYAY;INDES;INTEM;IPEKE;ISDMR;ISATR;ISBTR;ISCTR;ISFIN;ISGSY;ISGYO;ISMEN;ITTFH;IZTAR;IZMDC;IZFAS;JANTS;KFEIN;KAPLM;KRDMA;KRDMB;KRDMD;KAREL;KARSN;KRTEK;KARTN;KATMR;KENT;KERVT;KLGYO;KLMSN;KCHOL;KNFRT;KONYA;KORDS;KOZAL;KOZAA;KRGYO;KRSTL;KRONT;KUYAS;KUTPO;LIDFA;LINK;LOGO;LKMNH;LUKSK;MAKTK;MARKA;MAALT;MRSHL;MRGYO;MARTI;MAVI;MEGAP;MNDRS;MERKO;METUR;METRO;MEPET;MGROS;MIPAZ;MSGYO;MPARK;TIRE;NATEN;NTHOL;NETAS;NIBAS;NUHCM;NUGYO;ODAS;OLMIP;ORGE;OSMEN;OSTIM;OTKAR;OYAKC;OYLUM;OZKGY;OZBAL;OZGYO;OZRDN;PAGYO;PAPIL;PRKME;PARSN;PGSUS;PEKGY;PENGD;PEGYO;PSDTC;PETKM;PKENT;PETUN;PINSU;PNSUT;PKART;POLHO;POLTK;PRZMA;QNBFL;QNBFB;RALYH;RAYSG;RYGYO;RYSAS;RHEAG;RODRG;RTALB;SAHOL;SAFKR;SANEL;SANFM;SANKO;SAMAT;SARKY;SASA;SAYAS;SEKUR;SELEC;SRVGY;SEYKM;SILVR;SNGYO;SMART;SODA;SKTAS;SONME;SNPAM;SEKFK;SKBNK;SISE;SOKM;HALKB;KLNMA;TSKB;TBORG;TATGD;TAVHL;TKURU;TEKTU;TKFEN;TKNSA;TMPOL;TGSAS;TOASO;TRGYO;TLMAN;TSPOR;TRKCM;TDGYO;TSGYO;TUCLK;TUKAS;TRCAS;TCELL;TMSN;TUPRS;THYAO;PRKAB;TTKOM;TTRAK;TURGG;ULAS;ULUSE;ULUUN;USAK;UTPYA;ULKER;VAKFN;VKGYO;VAKBN;VAKKO;VANGD;VERUS;VERTU;VESTL;VESBE;VKING;YKGYO;YKBNK;YAPRK;YATAS;YAYLA;YGGYO;YGYO;YYAPI;YESIL;YKSLN;YUNSA;ZOREN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dönem;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;2010/3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;Toplam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DÖNEN VARLIKLAR;0,00;0,00;121.815.959,00;0,00;32.386.349,00;319.897.702,00;4.396.549.000,00;294.047.964,00;0,00;0,00;63.739.824,00;93.929.784,00;13.097.452,00;719.973.730,00;746.679.128,00;438.179.629,00;7.421.441,00;200.171.374,00;162.710.787,00;1.233.801.174,00;867.861.000,00;148.635.907,00;87.220.437,00;110.783.018,00;1.314.729,00;588.073.974,00;2.009.407.000,00;3.467.941.000,00;158.246.306,00;186.261.935,00;629.794.132,00;211.081.613,00;3.813.715.000,00;0,00;139.828.262,00;80.399.002,00;64.102.363,00;2.055.838.663,00;11.556.624,00;80.320.716,00;108.496.513,00;3.603.958,00;3.507.782,00;0,00;71.579.224,00;786.653.000,00;146.251.020,00;53.593.210,00;0,00;358.920.083,00;204.331.742,00;65.867.737,00;0,00;0,00;0,00;128.154.996,00;0,00;0,00;797.328.000,00;40.664.015,00;0,00;359.299.129,00;65.013.103,00;33.566.790,00;199.146.832,00;355.339.872,00;15.193.737,00;6.754.729,00;206.517.553,00;565.603.491,00;0,00;1.243.742.000,00;243.311.746,00;143.499.145,00;38.538.396,00;0,00;88.446.399,00;22.855.261,00;214.371.000,00;289.162.537,00;0,00;0,00;10.916.817,00;63.507.951,00;60.658.421,00;33.845.524,00;39.531.886,00;39.860.799,00;0,00;83.399.462,00;0,00;324.186.439,00;19.901.601,00;212.528.489,00;36.190.960,00;4.248.949.000,00;27.166.585,00;1.814.401,00;11.975.442,00;643.019.000,00;157.330.707,00;21.520.834,00;154.626.945,00;992.289.000,00;143.836.946,00;77.353.151,00;45.078.771,00;61.338.954,00;189.771.331,00;105.768.606,00;17.496.756,00;0,00;0,00;4.087.094.000,00;82.673.399,00;3.822.158.075,00;15.658.032,00;4.550.340,00;45.560.369,00;127.144.985,00;0,00;14.086.575,00;0,00;1.748.652.295,00;0,00;193.523.756,00;4.032.819.000,00;1.247.470.783,00;156.457.733,00;8.603.162,00;0,00;55.025.449,00;35.535.700,00;0,00;454.518.547,00;246.906.703,00;121.358.095,00;11.451,00;57.438.785,00;1.720.565.000,00;713.206.855,00;5.803.775,00;178.085.577,00;0,00;0,00;0,00;118.251.828,00;4.534.125,00;503.693.776,00;81.439.000,00;0,00;5.523.862,00;0,00;9.676.096,00;174.443.959,00;15.051.264,00;95.382.877,00;754.096.292,00;0,00;397.719.708,00;130.880.761,00;419.837.794,00;0,00;7.541.749.000,00;7.541.749.000,00;7.541.749.000,00;1.382.449.000,00;79.948.436,00;133.549.005,00;2.513.381.601,00;237.259.001,00;0,00;250.322.226,00;0,00;0,00;0,00;18.763.608,00;523.247.573,00;523.247.573,00;523.247.573,00;120.323.965,00;121.424.108,00;67.636.084,00;86.860.366,00;0,00;281.764.559,00;83.677.575,00;0,00;84.883.911,00;37.397.910.000,00;24.781.488,00;203.618.669,00;524.957.275,00;147.144.148,00;414.363.368,00;0,00;33.719.255,00;0,00;0,00;97.723.283,00;0,00;1.980.292,00;8.852.450,00;0,00;8.613.676,00;16.921.528,00;6.628.924,00;2.271.352,00;102.101.962,00;58.715.729,00;91.523.216,00;0,00;0,00;152.604.038,00;37.074.473,00;9.054.068,00;69.161.062,00;0,00;1.884.497.000,00;37.470.374,00;0,00;0,00;109.053.249,00;0,00;75.657.188,00;315.004.412,00;0,00;317.836.068,00;22.037.981,00;0,00;121.681.769,00;0,00;0,00;0,00;388.526.869,00;155.626.060,00;0,00;0,00;0,00;6.556.213,00;0,00;0,00;0,00;232.864.826,00;45.820.981,00;0,00;0,00;43.329.667,00;6.591.617,00;0,00;786.999.070,00;8.324.152,00;110.995.690,00;26.274.280,00;196.032.306,00;21.389.965,00;0,00;0,00;0,00;1.418.862.000,00;1.583.430.000,00;2.057.022,00;94.443.421,00;8.579.732,00;109.501.058,00;7.662.731,00;0,00;0,00;51.888.247.000,00;0,00;0,00;0,00;173.898.448,00;0,00;387.091.797,00;209.523.000,00;0,00;0,00;2.977.320.509,00;2.428.729,00;0,00;47.039.437,00;1.296.677.354,00;0,00;336.601.659,00;75.305.686,00;20.987.347,00;34.548.890,00;167.863.000,00;518.455.000,00;2.923.005.924,00;0,00;3.048.691.000,00;102.000,00;2.996.000,00;88.622.042,00;373.799.089,00;1.123.264.634,00;0,00;11.150.938,00;1.782.196.000,00;0,00;0,00;0,00;2.191.560.000,00;0,00;0,00;108.932.150,00;723.405.302,00;0,00;4.645.577,00;0,00;116.528.773,00;72.810.918,00;6.369.642.000,00;0,00;8.212.559.000,00;3.156.920.828,00;199.030.747,00;2.910.993.000,00;587.185.000,00;0,00;0,00;0,00;0,00;78.104.307,00;0,00;1.109.877.266,00;343.385.000,00;42.802.543,00;2.942.173.000,00;102.340.836,00;0,00;0,00;0,00;2.572.811.000,00;652.179.000,00;32.026.485,00;84.099.407,00;3.594.383.000,00;0,00;108.491.773,00;0,00;0,00;12.451.651,00;7.699.419,00;5.092.064,00;0,00;84.510.954,00;384.363.000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nakit ve Nakit Benzerleri;0,00;0,00;4.036.270,00;0,00;17.128.647,00;192.119.020,00;0,00;39.323.153,00;0,00;0,00;1.773.446,00;24.660.025,00;12.119.050,00;163.474.072,00;165.932.196,00;1.181,00;6.607.758,00;60.436.951,00;32.750.116,00;390.212.144,00;0,00;22.510.686,00;34.678.424,00;44.487.340,00;394.491,00;143.180.457,00;856.440.000,00;218.365.000,00;13.041,00;31.220.647,00;75.532,00;18.344.178,00;709.354.000,00;0,00;12.179.987,00;5.523.960,00;886.883,00;700.983.644,00;5.564.768,00;15.835.206,00;3.078,00;1.911.279,00;936,00;0,00;17.828.242,00;302.360.000,00;52.818.781,00;6.641.738,00;0,00;6.666.695,00;91.786.230,00;34.127.107,00;0,00;0,00;0,00;1.359.591,00;0,00;0,00;277.487.000,00;1.157.256,00;0,00;21.357.416,00;52.747.805,00;2.604.893,00;32.234.982,00;12.407.101,00;1.854.270,00;356.762,00;37.773.044,00;104.406.398,00;0,00;482.388.000,00;21.556.680,00;96.689.705,00;5.021.414,00;0,00;13.625.384,00;801.091,00;64.095.000,00;29.745.727,00;0,00;0,00;3.635.475,00;307.520,00;3.930.652,00;11.410.386,00;8.058.820,00;111.002,00;0,00;679.017,00;0,00;11.620.871,00;4.397.015,00;80.672.966,00;10.012.425,00;2.033.303.000,00;2.723.275,00;56.119,00;8.651.166,00;80.082.000,00;21.698.664,00;765.675,00;713.669,00;666.865.000,00;83.339.051,00;1.807.592,00;6.214.903,00;22.974.065,00;19.763.387,00;5.593.804,00;76.791,00;0,00;0,00;1.313.062.000,00;17.035.942,00;965.534.788,00;69.765,00;200.426,00;0,00;133.137,00;0,00;8.915.776,00;0,00;476.168.473,00;0,00;2.257.065,00;0,00;256.941.023,00;61.198.579,00;5.190.754,00;0,00;13.011.956,00;14.114.963,00;0,00;31.224.700,00;9.928.035,00;56.978.612,00;2.837,00;16.092.556,00;147.218.000,00;70.648.985,00;297.301,00;38.716,00;0,00;0,00;0,00;26.159.812,00;2.788.798,00;254.273.792,00;0,00;0,00;228.874,00;0,00;222.026,00;48.803.793,00;9.503.765,00;0,00;80.127.075,00;0,00;10.657.027,00;5.311.531,00;300.978.169,00;0,00;0,00;0,00;0,00;408.534.000,00;9.657.892,00;101.984.534,00;1.460.801.668,00;33.757.875,00;0,00;158.790.858,00;0,00;0,00;0,00;106.160,00;38.945.783,00;38.945.783,00;38.945.783,00;50.065.336,00;700.856,00;9.851.084,00;24.553.362,00;0,00;381.210,00;160.734,00;0,00;15.238.595,00;11.597.339.000,00;2.932.526,00;131.870.095,00;73.473.189,00;54.827.159,00;299.878.165,00;0,00;1.449.390,00;0,00;0,00;12.671.405,00;0,00;688.220,00;4.534.604,00;0,00;49.397,00;93.318,00;4.506.533,00;99.250,00;25.660.215,00;305.148,00;2.482.856,00;0,00;0,00;8.381.421,00;722.783,00;274.825,00;8.390.768,00;0,00;1.203.785.000,00;2.566.137,00;0,00;0,00;4.207.324,00;0,00;13.117.886,00;95.327.797,00;0,00;74.577.579,00;13.352.391,00;0,00;3.958.611,00;0,00;0,00;0,00;15.869.197,00;61.139.707,00;0,00;0,00;0,00;5.989.834,00;0,00;0,00;0,00;19.260,00;6.587.358,00;0,00;0,00;152.364,00;144.109,00;0,00;150.048.167,00;3.586.334,00;7.661.325,00;458.583,00;7.859.869,00;6.073.775,00;0,00;0,00;0,00;532.898.000,00;0,00;14.726,00;110.793,00;8.579.732,00;16.599.753,00;2.949.674,00;0,00;0,00;8.132.318.000,00;0,00;0,00;0,00;67.500.904,00;0,00;36.524.168,00;18.202.000,00;0,00;0,00;980.855.195,00;769.733,00;0,00;7.223.139,00;29.085.581,00;0,00;140.790.230,00;14.123.339,00;10.281.280,00;17.290.175,00;584.000,00;0,00;1.289.820.638,00;0,00;0,00;0,00;0,00;796.345,00;12.077.696,00;121.117.810,00;0,00;231.255,00;652.007.000,00;0,00;0,00;0,00;824.768.000,00;0,00;0,00;16.474,00;279.081.147,00;0,00;28.150,00;0,00;2.759,00;61.881.425,00;4.380.582.000,00;0,00;4.878.470.000,00;594.258.690,00;38.799.290,00;726.580.000,00;81.279.588,00;0,00;0,00;0,00;0,00;65.045,00;0,00;19.737.817,00;160.824.000,00;10.171.040,00;0,00;18.361.548,00;0,00;0,00;0,00;401.999.000,00;102.663.000,00;803.962,00;926.725,00;0,00;0,00;5.007.528,00;0,00;0,00;2.098.941,00;20.464,00;2.723.241,00;0,00;265.050,00;128.220.000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
